Year,Month,Pacea_AO_anomaly,Pacea_MEI_anomaly,Pacea_NPGO_anomaly,Pacea_NPIm_value,Pacea_ONI_value,Pacea_ONI_anomaly,Pacea_PDO_anomaly
1980,6,0.721,0.55,-0.68274075,1018.83,27.73,0.46,-0.72
1980,7,-0.622,0.47,-0.9904321,1017.14,27.22,0.25,-0.21
1980,8,-0.185,0.03,-1.0831368,1018.32,26.72,0.03,0.08
1980,9,0.313,0.12,-0.69690748,1014.71,26.46,-0.07,-0.13
1980,10,-0.521,0.02,-0.066023382,1010.47,26.5,0.02,0.99
1980,11,-1.361,-0.07,-0.13450486,1007.71,26.57,0.11,0.71
1980,12,-0.057,-0.12,-0.28269689,1005.7,26.48,-0.01,0.3
1981,1,-0.116,-0.36,-0.26440728,996.44,26.32,-0.26,1.18
1981,2,-0.332,-0.23,-1.0577437,1005.35,26.32,-0.5,1.24
1981,3,-1.645,0.33,-0.69053925,1006.99,26.69,-0.47,1.22
1981,4,0.43,0.43,-0.62670428,1014.89,27.11,-0.37,1.07
1981,5,0.18,-0.24,0.19965579,1013.15,27.31,-0.26,1.29
1981,6,-0.438,-0.7,0.0088193234,1014.9,27.09,-0.29,1.82
1981,7,0.561,-0.61,-0.52605658,1019.23,26.75,-0.3,0.82
1981,8,-0.244,-0.34,-0.69772961,1015.37,26.5,-0.25,-0.05
1981,9,-1.04,-0.07,0.0029768997,1014.53,26.42,-0.16,0.43
1981,10,-1.167,-0.16,-0.28779399,1014.26,26.41,-0.13,-0.09
1981,11,-0.188,-0.27,0.75622012,1008.77,26.37,-0.15,0.54
1981,12,-1.216,-0.19,0.52121581,1008.19,26.46,-0.08,0.59
1982,1,-0.883,-0.43,-0.19996038,1009.35,26.56,-0.05,0.11
1982,2,0.974,-0.49,-0.87346295,1011.89,26.9,0.07,-0.19
1982,3,1.074,-0.27,-0.62067405,1014.81,27.35,0.19,-0.37
1982,4,1.454,-0.36,-1.0710987,1018.03,27.95,0.47,-0.7
1982,5,-0.209,-0.12,-0.99310639,1016.54,28.23,0.66,-1.21
1982,6,-1.18,0.62,-0.8476034,1013.25,28.1,0.72,-0.99
1982,7,0.005,1.65,-0.61058107,1016.69,27.83,0.79,0.12
1982,8,0.362,1.91,-0.45697363,1017.83,27.81,1.07,-0.08
1982,9,0.558,1.69,-0.45956735,1014.84,28.16,1.58,0.51
1982,10,-0.211,1.78,-1.0067379,1015.2,28.5,1.97,0.15
1982,11,0.661,2.14,-0.86607015,1009.12,28.7,2.18,-0.6
1982,12,0.967,2.37,-0.2344606,1005.95,28.76,2.23,0.16
1983,1,1.359,2.48,0.60465531,1001.17,28.79,2.18,0.4
1983,2,-1.806,2.68,0.47395959,997.66,28.75,1.92,0.97
1983,3,-0.567,2.61,0.43032064,1003.4,28.71,1.54,1.73
1983,4,-0.738,2.76,-0.72051521,1016.23,28.76,1.29,1.26
1983,5,-0.441,2.86,-0.74396599,1015.52,28.63,1.06,1.01
1983,6,0.313,1.98,-0.076887309,1013.57,28.1,0.72,1.9
1983,7,0.131,0.63,-0.04863779,1017.07,27.36,0.31,2.47
1983,8,1.098,-0.17,-0.010007802,1017.83,26.66,-0.08,1.18
1983,9,0.167,-0.49,-0.40973575,1016.75,26.12,-0.46,0.47
1983,10,1.369,-0.53,-0.48714715,1014.12,25.73,-0.81,0.68
1983,11,-0.688,-0.47,0.56100833,1005.02,25.52,-1,1.19
1983,12,0.186,-0.5,-0.6778232,1007.09,25.62,-0.91,1.72
1984,1,0.905,-0.54,-0.21510063,1006.78,26.01,-0.6,1.42
1984,2,-0.303,-0.56,0.40077926,1007.5,26.41,-0.42,1.23
1984,3,-2.386,-0.16,0.71907062,1005.01,26.83,-0.34,1.56
1984,4,-0.284,0.07,1.1599523,1015.6,27.04,-0.43,1
1984,5,0.479,-0.45,0.98165596,1015.5,27.06,-0.51,0.87
1984,6,0.007,-0.66,0.73748025,1014.88,26.94,-0.45,-0.13
1984,7,0.019,-0.34,0.4158185,1018.53,26.74,-0.3,-0.35
1984,8,0.466,-0.2,0.36820697,1015.7,26.59,-0.16,0.01
1984,9,-0.413,-0.14,0.82303277,1012.16,26.34,-0.24,0.18
1984,10,-0.27,-0.19,0.94333701,1011.95,25.98,-0.56,0.43
1984,11,-0.966,-0.58,0.86247744,1008.04,25.61,-0.92,0.54
1984,12,0.446,-0.28,0.25228999,1010.8,25.39,-1.14,0.48
1985,1,-2.806,-0.25,0.32392518,1000.04,25.56,-1.04,0.87
1985,2,-1.44,-0.58,-0.064661941,1014.16,25.98,-0.85,0.48
1985,3,0.551,-0.6,0.23143699,1016.99,26.4,-0.77,-0.34
1985,4,0.652,-0.76,0.31925946,1017.62,26.69,-0.78,-0.52
1985,5,-0.432,-1.23,0.15633692,1015.62,26.79,-0.78,-0.87
1985,6,-0.347,-0.67,-0.044718164,1015.55,26.76,-0.63,0.04
1985,7,-0.39,-0.1,0.17832952,1017.43,26.55,-0.49,0.52
1985,8,-0.001,-0.49,-0.23258976,1018.13,26.29,-0.46,0.19
1985,9,0.114,-0.56,-0.93626777,1015.87,26.18,-0.4,0.13
1985,10,1.035,-0.08,-1.1832549,1015.66,26.19,-0.35,0.14
1985,11,-1.218,-0.06,-1.793918,1012.52,26.25,-0.27,-0.65
1985,12,-1.948,-0.42,-1.6806901,1001.79,26.14,-0.36,0.33
1986,1,-0.568,-0.4,-0.7685944,1001.44,26.05,-0.49,1.04
1986,2,-2.904,-0.34,-1.4491836,1000.52,26.28,-0.47,1.47
1986,3,1.931,-0.4,-0.46623733,1007.7,26.81,-0.31,1.68
1986,4,0.103,-0.53,-0.96677631,1018.11,27.26,-0.2,1.21
1986,5,0.367,-0.26,-0.49841159,1015.26,27.44,-0.12,0.85
1986,6,0.535,0.01,-0.66585381,1013.85,27.34,-0.04,0.62
1986,7,-0.008,0.41,-0.94142243,1017.83,27.26,0.22,1.05
1986,8,-0.826,0.97,-1.0182601,1015.37,27.2,0.44,-0.19
1986,9,-0.023,1.29,-0.768198,1015.04,27.31,0.71,-0.03
1986,10,1.425,0.56,-0.2937993,1010.96,27.49,0.94,1
1986,11,0.926,0.64,-0.50124606,1011.89,27.64,1.14,1.68
1986,12,0.06,1.06,-0.45618453,1001,27.7,1.22,1.71
1987,1,-1.148,1.03,0.68659838,1003.22,27.76,1.23,1.47
1987,2,-1.473,1.16,0.7675583,1005.45,27.95,1.19,1.46
1987,3,-1.746,1.57,0.28541378,1008.28,28.19,1.06,1.35
1987,4,0.387,1.74,0.47076848,1012.3,28.41,0.95,1.38
1987,5,0.325,1.96,0.27433927,1016.47,28.53,0.97,0.82
1987,6,-0.71,2.07,0.39440557,1013.99,28.59,1.22,0.05
1987,7,-0.466,1.88,0.42619958,1015.87,28.54,1.51,1.38
1987,8,-0.836,1.46,0.3395003,1016.65,28.45,1.7,1.74
1987,9,0.287,1.26,0.17022806,1015.43,28.24,1.65,1.44
1987,10,-0.08,1.18,0.12124511,1012.45,28.03,1.48,0.68
1987,11,-0.536,0.9,0.52151727,1009.72,27.76,1.25,0.93
1987,12,-0.534,0.79,0.69232265,1009.49,27.59,1.11,0.94
1988,1,0.265,0.63,1.105185,1005.4,27.34,0.81,0.23
1988,2,-1.066,0.33,0.79684971,1004.18,27.29,0.54,0.47
1988,3,-0.197,0.17,0.96814878,1011.88,27.27,0.14,0.49
1988,4,-0.561,-0.01,1.5734973,1013.58,27.15,-0.31,0.34
1988,5,-0.846,-0.39,1.7784138,1013.46,26.69,-0.88,0.37
1988,6,0.061,-1.17,1.7426903,1014.03,26.08,-1.3,0.21
1988,7,-0.143,-1.78,1.7248738,1017.64,25.74,-1.3,-0.15
1988,8,0.255,-1.81,1.3928516,1015.63,25.65,-1.11,-0.88
1988,9,1.039,-1.8,1.31624,1016.17,25.4,-1.19,-0.98
1988,10,0.032,-1.59,1.4868884,1011.55,25.07,-1.48,-0.36
1988,11,-0.035,-1.7,1.2427056,1009.8,24.71,-1.8,-0.06
1988,12,1.679,-1.55,0.75529687,1008.35,24.63,-1.85,-0.14
1989,1,3.106,-1.12,1.3125811,1012.01,24.84,-1.69,-1.24
1989,2,3.279,-1.1,0.66174412,1015.04,25.32,-1.43,-1.45
1989,3,1.53,-1.24,0.92933697,1013.51,26.04,-1.08,-1.24
1989,4,-0.25,-1.09,0.78376127,1015.95,26.64,-0.83,-0.32
1989,5,0.889,-1.03,0.58351058,1017.43,26.99,-0.58,-0.09
1989,6,0.345,-0.99,0.5221062,1016.45,26.97,-0.4,0.11
1989,7,0.866,-1.08,1.2640097,1018.85,26.73,-0.31,0.56
1989,8,0.551,-0.66,0.66697628,1015.9,26.48,-0.27,-0.44
1989,9,0.703,-0.53,0.65426137,1013.41,26.35,-0.24,-0.57
1989,10,0.991,-0.49,0.44178705,1014.57,26.33,-0.22,-0.51
1989,11,0.034,-0.36,-0.30061121,1014.05,26.34,-0.16,-0.76
1989,12,-0.644,-0.07,-0.17257603,1005.28,26.43,-0.05,-0.1
1990,1,1.001,0.13,0.2687734,1007.57,26.67,0.14,-0.42
1990,2,3.402,0.45,-0.28017566,1017.47,26.96,0.21,-1.28
1990,3,2.99,0.61,0.65271548,1010.16,27.41,0.28,-1.24
1990,4,1.879,0.17,0.24156556,1015.76,27.75,0.29,-0.15
1990,5,0.943,0.08,-0.096055435,1014.35,27.86,0.29,-0.32
1990,6,0.304,0.05,-0.065433778,1015.8,27.68,0.31,-0.25
1990,7,-0.296,0.13,-0.25829866,1016.9,27.37,0.33,-0.31
1990,8,-0.18,0.02,-0.33040579,1015.14,27.13,0.38,-0.43
1990,9,-0.21,0.22,-0.15925639,1013.64,26.98,0.39,-0.26
1990,10,0.66,-0.07,-0.12022116,1014.46,26.89,0.35,-1.16
1990,11,0.521,0.12,-0.73895202,1019.14,26.9,0.4,-1.88
1990,12,1.277,0.31,-1.532809,1011.87,26.94,0.41,-2.22
1991,1,0.723,0.19,-0.74421842,1007.73,27.02,0.41,-1.8
1991,2,-0.876,0.08,-0.30453129,1002.75,27.15,0.26,-1.09
1991,3,-0.527,0.2,-0.80698494,1014.73,27.48,0.22,-1.11
1991,4,0.53,0.2,-0.20643753,1014.04,27.85,0.26,-1.63
1991,5,0.486,0.35,-0.059529254,1014.46,28.16,0.45,-1.65
1991,6,-0.115,0.97,-0.38776968,1016.24,28.17,0.64,-2.25
1991,7,-0.188,0.91,-0.4794923,1016.62,27.94,0.73,-1.57
1991,8,0.797,0.37,-0.57405316,1014.95,27.57,0.64,-0.58
1991,9,-0.112,0.54,-0.94857557,1011.72,27.41,0.62,0.37
1991,10,-0.252,0.97,-1.0900901,1013.58,27.54,0.79,0.41
1991,11,0.285,1.04,-0.17231725,1008.35,27.91,1.21,0.56
1991,12,1.613,1.23,-0.21297704,1007.76,28.18,1.53,-0.21
1992,1,0.55,1.68,0.49307736,998.86,28.39,1.71,0.08
1992,2,1.122,1.58,-0.45653143,1007,28.52,1.63,0.17
1992,3,0.984,1.71,-0.82080177,1010.31,28.73,1.48,0.12
1992,4,-0.521,1.97,-1.4336134,1013.95,28.88,1.29,0.55
1992,5,1.341,1.68,-1.7956172,1015.85,28.76,1.06,1.26
1992,6,-0.302,1.51,-1.3506516,1013.8,28.26,0.73,1.22
1992,7,0.191,0.62,-1.4624325,1017.3,27.57,0.37,1.5
1992,8,0.535,-0.02,-1.2474734,1015.84,27.03,0.09,0.85
1992,9,-0.64,0.4,-0.94662956,1014.96,26.66,-0.13,0.45
1992,10,-0.366,0.67,-0.96898904,1011.7,26.5,-0.25,1.28
1992,11,0.717,0.62,-1.2806748,1009.84,26.43,-0.28,1.31
1992,12,1.627,0.73,-1.8686891,1013.12,26.52,-0.13,0.33
1993,1,3.495,0.79,-2.8169835,1010.81,26.77,0.09,-0.28
1993,2,0.184,0.89,-2.1408178,1002.44,27.18,0.3,0.02
1993,3,0.764,0.77,-1.7419109,1007.56,27.75,0.5,0.24
1993,4,-0.435,0.98,-0.75883626,1009.7,28.27,0.67,1
1993,5,-1.607,1.47,-1.0894275,1012.52,28.4,0.7,1.79
1993,6,-0.52,1.51,-1.6821039,1015,28.1,0.57,2.05
1993,7,-0.511,0.9,-1.6785552,1016.91,27.53,0.32,1.48
1993,8,-0.393,0.6,-1.5143229,1015.85,27.19,0.25,1.96
1993,9,-0.361,0.61,-2.0474347,1015.66,26.94,0.15,1.15
1993,10,-0.565,0.96,-2.3542966,1012.5,26.85,0.1,1.31
1993,11,1.002,0.7,-2.9986692,1013.88,26.75,0.04,1.13
1993,12,-0.104,0.27,-2.0005526,1006.82,26.71,0.06,0.67
1994,1,-0.288,-0.01,-1.8540143,1008.31,26.74,0.06,0.85
1994,2,-0.862,-0.21,-1.9786652,1010.4,26.95,0.07,0.33
1994,3,1.881,-0.23,-1.8557886,1012.37,27.43,0.17,0.27
1994,4,0.225,0.01,-1.4470739,1013.97,27.9,0.31,0.49
1994,5,-0.115,-0.03,-0.30135894,1013.61,28.12,0.42,0.55
1994,6,1.606,0.25,-0.61160343,1016.87,27.94,0.41,0.1
1994,7,0.351,0.96,-0.71112965,1017.21,27.65,0.44,-0.91
1994,8,0.828,0.87,-0.85876787,1017.52,27.37,0.43,-0.88
1994,9,-0.084,1.1,-1.1048639,1013.8,27.35,0.55,-1.51
1994,10,0.174,1.52,-1.1107256,1012.66,27.49,0.74,-1.06
1994,11,1.779,1.01,-1.6884391,1016.69,27.71,1.01,-1.93
1994,12,0.894,0.91,-1.0167549,1005.4,27.74,1.09,-2.22
1995,1,-0.154,0.82,-0.49903343,1002.19,27.64,0.96,-0.86
1995,2,1.429,0.54,-1.5608722,1006.59,27.61,0.72,0.02
1995,3,0.393,0.17,-2.0546501,1011.94,27.79,0.53,0.46
1995,4,-0.963,0.13,-1.8249588,1013.9,27.9,0.3,0.49
1995,5,-0.891,0.14,-1.5042438,1013.84,27.84,0.14,0.89
1995,6,-0.112,0.01,-1.0479894,1014.58,27.5,-0.03,1.03
1995,7,-0.217,-0.29,-1.4994407,1016.82,26.97,-0.24,1
1995,8,0.544,-0.7,-1.0060149,1017.25,26.4,-0.54,-0.11
1995,9,-0.549,-0.94,-0.89392105,1010.19,25.99,-0.81,1.22
1995,10,0.075,-0.74,-0.51771379,1012.92,25.78,-0.97,0.64
1995,11,-0.723,-0.77,-0.2774263,1011.95,25.7,-1,0.05
1995,12,-2.127,-0.9,0.21576192,999.68,25.66,-0.98,0.44
1996,1,-1.2,-0.85,-0.63897712,1008.3,25.76,-0.9,1.01
1996,2,0.163,-0.8,-1.0529048,1007.99,26.1,-0.75,1.01
1996,3,-1.483,-0.66,-1.1487637,1010.94,26.65,-0.59,0.85
1996,4,-1.525,-0.76,-0.43611656,1009.61,27.2,-0.39,1.37
1996,5,-0.226,-0.85,-1.2747659,1015.82,27.4,-0.31,2.13
1996,6,0.497,-0.91,-1.0600342,1016.67,27.23,-0.3,1.1
1996,7,0.715,-0.83,-0.88413569,1018.22,26.93,-0.27,0.57
1996,8,0.125,-0.64,-0.74825013,1018.09,26.59,-0.32,-0.66
1996,9,-1.14,-0.31,-0.93392844,1014.62,26.39,-0.35,0.07
1996,10,0.183,-0.37,-1.0410775,1014.33,26.28,-0.4,0.4
1996,11,0.136,-0.34,-1.1001672,1012.28,26.17,-0.45,0.38
1996,12,-1.721,-0.47,-1.3549181,1009.82,26.09,-0.49,-0.03
1997,1,-0.457,-0.65,-1.6402249,1002.04,26.12,-0.5,0.44
1997,2,1.889,-0.72,-1.1130951,1004.22,26.49,-0.36,0.29
1997,3,1.091,-0.3,-0.61802828,1014.99,27.14,-0.1,0.39
1997,4,0.324,0.15,-0.5061382,1011.38,27.87,0.28,0.73
1997,5,-0.961,0.71,-0.87719416,1012.88,28.46,0.75,1.59
1997,6,-0.815,2.34,-0.93839334,1014.84,28.75,1.22,2.55
1997,7,-0.431,2.26,-0.77236159,1015.95,28.8,1.6,1.49
1997,8,0.121,2.26,-0.7858272,1015.97,28.81,1.9,2.27
1997,9,0.195,2.2,-0.48147621,1012.47,28.88,2.14,1.8
1997,10,-0.7,2.06,-0.59425899,1013.29,29.01,2.33,1.78
1997,11,-0.661,2.14,0.17402893,1009.99,29.02,2.4,1.48
1997,12,-0.071,2.11,0.26068165,1008.35,28.97,2.39,0.99
1998,1,-2.081,2.3,0.52791423,1000.74,28.87,2.24,1.05
1998,2,-0.183,2.45,1.9000587,1000.2,28.78,1.93,1.52
1998,3,-0.254,2.27,0.89331784,1008.11,28.68,1.44,1.29
1998,4,-0.038,2.61,0.52151313,1015.1,28.59,0.99,0.03
1998,5,0.429,2.33,0.27758158,1015.82,28.16,0.45,-0.83
1998,6,-0.711,0.42,0.11902247,1017.74,27.39,-0.13,-0.78
1998,7,-0.212,-1.53,0.39316174,1017.81,26.42,-0.78,-1.16
1998,8,0.65,-1.82,0.27265688,1018.76,25.79,-1.12,-0.87
1998,9,-1.05,-1.4,0.044480388,1014.46,25.44,-1.31,-1.7
1998,10,0.294,-1.29,0.098751134,1013.9,25.32,-1.35,-2.23
1998,11,-1.449,-1.34,0.71735091,1008.96,25.14,-1.48,-0.97
1998,12,1.353,-1.29,0.76883039,1011.37,25.01,-1.57,-1.09
1999,1,0.11,-1.28,1.0828257,1007.95,25.08,-1.55,-0.78
1999,2,0.482,-1.2,2.3041594,1006.91,25.55,-1.3,-1.06
1999,3,-1.492,-1.15,1.9742975,1012.04,26.17,-1.07,-1.18
1999,4,0.284,-1.16,1.6464381,1017.12,26.62,-0.98,-1.85
1999,5,0.226,-1.33,1.6045932999999999,1015.72,26.68,-1.02,-2.32
1999,6,0.707,-1.26,1.9053233,1014.03,26.49,-1.04,-2.34
1999,7,-0.002,-1.18,1.3811213,1019.11,26.1,-1.1,-1.87
1999,8,-0.672,-1.03,1.4334654,1014.38,25.8,-1.11,-1.84
1999,9,0.059,-1.16,1.3049656,1014.29,25.58,-1.16,-2.24
1999,10,-0.006,-1.33,1.1788208,1014.49,25.41,-1.26,-2.54
1999,11,0.611,-1.33,1.3205504,1011.32,25.16,-1.46,-2.18
1999,12,1.043,-1.43,1.0528054,1010.54,24.93,-1.65,-1.92
2000,1,1.27,-1.25,1.4045384,1013.54,24.96,-1.66,-2.2
2000,2,1.076,-1.26,2.1235311,1000.9,25.44,-1.41,-1.28
2000,3,-0.451,-1.37,2.1492677,1005.93,26.17,-1.07,-0.66
2000,4,-0.279,-0.9,2.3652705,1015.08,26.78,-0.81,-0.63
2000,5,0.969,-0.93,2.220292,1016.26,27,-0.71,-0.81
2000,6,0.586,-1.18,2.1020662,1015.37,26.88,-0.64,-0.64
2000,7,-0.649,-0.61,1.655785,1017.37,26.65,-0.55,-1.51
2000,8,0.144,-0.08,1.3516272,1018.06,26.4,-0.51,-1.68
2000,9,0.395,-0.35,1.3801795,1013.41,26.2,-0.55,-1.45
2000,10,0.317,-0.52,1.6981881,1012.85,26.05,-0.63,-1.61
2000,11,-1.581,-0.86,2.0145948,1009.13,25.88,-0.75,-1.04
2000,12,-2.354,-0.79,2.164995,1003.25,25.81,-0.74,0
2001,1,-0.959,-0.83,2.8619328,1002,25.88,-0.68,0.48
2001,2,-0.622,-0.86,2.9560468,1009.46,26.26,-0.52,-0.01
2001,3,-1.687,-0.78,2.388775,1011.58,26.76,-0.44,-0.41
2001,4,0.906,-0.55,2.2039413,1016.05,27.25,-0.34,-1.18
2001,5,0.452,-0.51,1.9538953,1015.52,27.49,-0.25,-1.12
2001,6,-0.015,-0.73,2.349303,1016.5,27.47,-0.12,-1.22
2001,7,-0.031,0.04,1.5004872,1017.41,27.2,-0.08,-2.21
2001,8,0.521,0.38,1.9150242,1016.4,26.86,-0.13,-1.68
2001,9,-0.707,-0.06,1.8929954,1013.72,26.63,-0.19,-1.98
2001,10,0.707,-0.22,1.1619115,1013.92,26.48,-0.29,-1.91
2001,11,0.819,-0.28,1.7645249,1006.79,26.37,-0.35,-1.25
2001,12,-1.322,0.06,2.0194831,1006.74,26.31,-0.31,-1.12
2002,1,1.381,0.09,1.8641573,1007.86,26.44,-0.15,-0.42
2002,2,1.304,-0.26,2.1773568,1010.13,26.81,0.03,-1.51
2002,3,0.902,-0.2,1.8982763,1014.46,27.29,0.09,-1.27
2002,4,0.748,-0.36,0.89742216,1018.43,27.8,0.2,-1.23
2002,5,0.401,-0.14,1.102573,1014.35,28.18,0.43,-1.3
2002,6,0.573,0.34,1.6053913,1013.67,28.24,0.65,-1.18
2002,7,0.328,0.44,1.3822965,1016.85,28.06,0.79,-0.71
2002,8,-0.229,1.01,0.81184355,1016.2,27.85,0.86,0.11
2002,9,-0.043,0.88,0.82441109,1014.54,27.83,1.01,-0.21
2002,10,-1.489,0.84,0.82363712,1010.22,27.97,1.21,-0.2
2002,11,-1.425,0.84,1.6592152,1004.55,28.03,1.31,1.08
2002,12,-1.592,0.91,2.6365472,1003.26,27.76,1.14,1.57
2003,1,-0.472,0.82,1.9691832,999.59,27.51,0.92,1.45
2003,2,0.128,0.63,0.99256558,1007.49,27.41,0.63,1.23
2003,3,0.933,0.53,1.4907114,1010.44,27.58,0.38,1.01
2003,4,-0.178,-0.11,1.1017217,1014.47,27.56,-0.04,0.36
2003,5,1.017,-0.61,0.9192588,1015.92,27.48,-0.26,0.21
2003,6,-0.102,-0.1,0.77769152,1013.69,27.42,-0.16,-0.42
2003,7,0.075,0.01,1.2024408,1018.2,27.35,0.08,0.37
2003,8,-0.28,0.05,0.78228794,1016.42,27.2,0.21,0.63
2003,9,0.467,0.18,0.8692253,1013.25,27.08,0.26,-0.17
2003,10,-0.67,0.28,1.286991,1011.44,27.05,0.29,0.74
2003,11,0.642,0.3,-0.11436786,1018.1,27.07,0.35,-0.23
2003,12,0.265,0.14,0.22437689,1003.77,26.97,0.35,-0.6
2004,1,-1.686,0.19,0.26501486,1005.07,26.95,0.37,-0.55
2004,2,-1.528,-0.05,0.66722957,1001.85,27.08,0.31,-0.21
2004,3,0.318,-0.43,0.38293237,1014.03,27.43,0.23,-0.15
2004,4,-0.409,-0.23,0.12524921,1011.56,27.76,0.17,-0
2004,5,-0.094,-0.46,0.20735337,1015.18,27.91,0.17,0.61
2004,6,-0.236,-0.39,0.77647507,1016.52,27.87,0.28,-0.11
2004,7,-0.201,0.46,0.41156805,1014.98,27.74,0.47,0.04
2004,8,-0.72,0.77,0.68538324,1013.88,27.63,0.64,0.24
2004,9,0.855,0.59,0.37640228,1015.94,27.52,0.7,0.02
2004,10,-0.515,0.4,0.042904182,1012.55,27.44,0.67,-0.72
2004,11,0.678,0.56,-0.44177726,1011.09,27.38,0.66,-1.22
2004,12,1.23,0.48,-0.98521195,1009.24,27.3,0.69,-0.64
2005,1,0.356,0.09,-1.9348221,1004,27.22,0.64,-0.15
2005,2,-1.271,0.61,-1.5993721,1008.07,27.36,0.58,-0.01
2005,3,-1.348,0.83,-1.4269572,1008.35,27.65,0.45,0.7
2005,4,-0.046,0.14,-1.7171677,1014,28.02,0.43,0.28
2005,5,-0.763,0.19,-0.7821975,1011.91,28.03,0.29,1.36
2005,6,-0.383,0.2,-1.3968655,1014.61,27.69,0.11,0.85
2005,7,-0.03,-0,-1.5583487,1017.01,27.21,-0.06,0.11
2005,8,0.026,0.01,-1.1385837,1014.91,26.85,-0.14,-0.42
2005,9,0.802,-0.02,-1.8340067,1016.08,26.71,-0.11,-0.99
2005,10,0.03,-0.66,-1.0356178,1012.96,26.48,-0.29,-2
2005,11,0.228,-0.7,-1.7418174,1013.88,26.15,-0.57,-1.89
2005,12,-2.104,-0.7,-1.4634516,999.54,25.81,-0.84,-0.1
2006,1,-0.17,-0.64,-0.70539119,1007.96,25.8,-0.85,0.54
2006,2,-0.156,-0.48,-0.96233149,1014.38,26.1,-0.77,0.38
2006,3,-1.604,-0.62,-0.73541925,1014.78,26.73,-0.57,-0.74
2006,4,0.138,-0.84,-0.64099295,1015.51,27.31,-0.37,-0.54
2006,5,0.156,-0.42,-0.10930969,1016.5,27.69,-0.14,-0.37
2006,6,1.071,-0.18,-0.13351945,1016.5,27.62,-0.03,0.21
2006,7,0.103,0.21,-0.26416321,1016.33,27.4,0.1,0.39
2006,8,-0.265,0.59,-0.2690823,1018.12,27.26,0.3,-0.85
2006,9,0.606,0.65,-0.48277169,1014.75,27.3,0.54,-1.54
2006,10,-1.029,0.77,-0.90869134,1014.18,27.48,0.77,-0.46
2006,11,0.521,1,-1.1642503,1014.75,27.62,0.94,-0.81
2006,12,2.282,0.64,-0.22332278,1004.94,27.56,0.94,-0.42
2007,1,2.034,0.64,-0.28664521,1008.53,27.3,0.66,-0.69
2007,2,-1.307,0.39,-0.023279329,1008.17,27.09,0.22,-0.71
2007,3,1.182,-0.19,-0.6369761,1012.74,27.18,-0.12,-1.1
2007,4,0.544,-0.32,0.2090405,1009.87,27.37,-0.32,-0.46
2007,5,0.894,-0.41,0.51459416,1015.51,27.45,-0.38,-0.29
2007,6,-0.555,-0.83,1.2697212,1016.26,27.18,-0.47,-0.07
2007,7,-0.397,-0.75,1.3383294,1014.67,26.74,-0.56,0.43
2007,8,-0.034,-0.9,1.2415749,1016.07,26.15,-0.81,0.09
2007,9,0.179,-1.06,0.71520828,1013.92,25.69,-1.07,-0.97
2007,10,0.383,-1.13,1.3893471,1013.33,25.37,-1.34,-2.33
2007,11,-0.519,-1.12,0.71503009,1007.59,25.17,-1.5,-1.46
2007,12,0.821,-1.19,0.50763047,1010.56,25.02,-1.6,-0.87
2008,1,0.819,-1.06,0.78724074,1009.33,25,-1.64,-1.5
2008,2,0.938,-1.27,1.2649955,1005.85,25.35,-1.52,-1.46
2008,3,0.586,-1.52,1.3266435,1013.19,26.01,-1.29,-1.26
2008,4,-0.455,-1.11,1.3599307,1018.18,26.67,-1.01,-1.79
2008,5,-1.205,-0.99,1.7339619,1014.14,26.99,-0.84,-1.62
2008,6,-0.09,-0.8,1.5539068,1016.95,27.04,-0.61,-1.85
2008,7,-0.48,-0.78,1.6279512,1016.56,26.92,-0.37,-1.96
2008,8,-0.08,-1.01,2.1278551,1014.83,26.73,-0.23,-1.85
2008,9,-0.327,-1.02,2.1982501,1013.98,26.52,-0.24,-1.87
2008,10,1.676,-1.08,1.723844,1015.42,26.36,-0.35,-1.9
2008,11,0.092,-0.98,1.7682037,1010.81,26.12,-0.55,-1.59
2008,12,0.648,-1.01,0.44148439,1014.72,25.88,-0.73,-1.31
2009,1,0.8,-1.01,0.72337095,1009.59,25.79,-0.85,-1.81
2009,2,-0.672,-0.85,0.83058122,1014.81,26.08,-0.79,-1.78
2009,3,0.121,-0.95,0.060365239,1017.4,26.68,-0.61,-2.06
2009,4,0.973,-0.81,0.22206456,1015.88,27.36,-0.33,-2.23
2009,5,1.194,-0.72,0.49203307,1016.03,27.84,0.01,-1.32
2009,6,-1.351,-0.05,0.42516878,1013.16,27.94,0.28,-0.73
2009,7,-1.356,0.56,0.33705345,1015.78,27.75,0.45,-0.71
2009,8,-0.054,0.56,0.36647606,1016.23,27.53,0.58,-0.49
2009,9,0.875,0.42,1.0266812,1013.6,27.47,0.71,0.33
2009,10,-1.54,0.56,1.0968667,1010.73,27.72,1.01,-0.13
2009,11,0.459,1.04,0.94410275,1012.19,28.03,1.36,-0.94
2009,12,-3.413,0.95,1.1622241,1004.34,28.18,1.56,-0.51
2010,1,-2.587,0.93,2.0241993,1000.04,28.14,1.5,0.05
2010,2,-4.266,1.28,1.8351742,1005.01,28.09,1.22,0.25
2010,3,-0.432,1.33,1.6520626,1010.87,28.14,0.84,-0.16
2010,4,-0.275,0.49,1.128877,1015.22,28.04,0.35,-0.04
2010,5,-0.919,-0.12,1.9813718,1016.23,27.66,-0.17,-0.18
2010,6,-0.013,-1.29,1.3132342,1015.99,27,-0.66,-0.79
2010,7,0.435,-2.43,0.82324603,1018.84,26.25,-1.05,-1.99
